Наименование способа доставки  , Номер заказа, Дата создания заказа, Условия, Продажи руб, ASP  , UPT
Самовывоз с примеркой в магазин,     10457412, 10/28/2022          , old    , 2 449      , 2 449, "  1,0   "
Самовывоз с примеркой в магазин,     10457412, 10/28/2022          , old    , 999        , 999  , "  1,0   "
Самовывоз с примеркой в магазин,     10457413, 10/28/2022          , old    , 1 348      , 674  , "  2,0   "
Самовывоз с примеркой в магазин,     10457414, 10/28/2022          , old    , 57 988     , 3 866, "  15,0   "
Самовывоз с примеркой в магазин,     10457416, 10/28/2022          , old    , 2 999      , 2 999, "  1,0   "
Самовывоз с примеркой в магазин,     10457416, 10/28/2022          , old    , 2 598      , 1 299, "  2,0   "
Самовывоз с примеркой в магазин,     10457418, 10/28/2022          , old    , 2 694      , 2 694, "  1,0   "
Самовывоз с примеркой в магазин,     10457419, 10/28/2022          , old    , 1 873      , 1 873, "  1,0   "
Самовывоз с примеркой в магазин,     10457420, 10/28/2022          , old    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10457421, 10/28/2022          , old    , 399        , 399  , "  1,0   "
Самовывоз с примеркой в магазин,     10457423, 10/28/2022          , old    , 3 038      , 1 519, "  2,0   "
Самовывоз с примеркой в магазин,     10457429, 10/28/2022          , old    , 8 896      , 2 224, "  4,0   "
Самовывоз с примеркой в магазин,     10457429, 10/28/2022          , old    , 848        , 424  , "  2,0   "
Самовывоз с примеркой в магазин,     10457429, 10/28/2022          , old    , 4 698      , 2 349, "  2,0   "
Самовывоз с примеркой в магазин,     10457430, 10/28/2022          , old    , 1 529      , 1 529, "  1,0   "
Самовывоз с примеркой в магазин,     10457431, 10/28/2022          , old    , 2 247      , 321  , "  7,0   "
Самовывоз с примеркой в магазин,     10457433, 10/28/2022          , old    , 2 999      , 2 999, "  1,0   "
Самовывоз с примеркой в магазин,     10457437, 10/28/2022          , old    , 1 508      , 1 508, "  1,0   "
Самовывоз с примеркой в магазин,     10457438, 10/28/2022          , old    , 2 463      , 2 463, "  1,0   "
Самовывоз с примеркой в магазин,     10457440, 10/28/2022          , old    , 2 379      , 2 379, "  1,0   "
Самовывоз с примеркой в магазин,     10457441, 10/28/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10457442, 10/28/2022          , old    , 1 078      , 539  , "  2,0   "
Самовывоз с примеркой в магазин,     10457442, 10/28/2022          , old    , 2 399      , 2 399, "  1,0   "
Самовывоз с примеркой в магазин,     10457443, 10/28/2022          , old    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10457447, 10/28/2022          , old    , 699        , 699  , "  1,0   "
Самовывоз с примеркой в магазин,     10457452, 10/28/2022          , old    , 2 348      , 1 174, "  2,0   "
Самовывоз с примеркой в магазин,     10457458, 10/28/2022          , old    , 948        , 474  , "  2,0   "
Самовывоз с примеркой в магазин,     10457458, 10/28/2022          , old    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10457461, 10/28/2022          , old    , 4 597      , 1 532, "  3,0   "
Самовывоз с примеркой в магазин,     10457461, 10/28/2022          , old    , 349        , 349  , "  1,0   "
Самовывоз с примеркой в магазин,     10457478, 10/28/2022          , old    , 1 399      , 1 399, "  1,0   "
Самовывоз с примеркой в магазин,     10457478, 10/28/2022          , old    , 2 309      , 2 309, "  1,0   "
Самовывоз с примеркой в магазин,     10457478, 10/28/2022          , old    , 2 999      , 2 999, "  1,0   "
Самовывоз с примеркой в магазин,     10457479, 10/28/2022          , old    , 1 348      , 674  , "  2,0   "
Самовывоз с примеркой в магазин,     10457479, 10/28/2022          , old    , 1 199      , 1 199, "  1,0   "
Самовывоз с примеркой в магазин,     10457481, 10/28/2022          , old    , 9 346      , 2 337, "  4,0   "
Самовывоз с примеркой в магазин,     10457489, 10/28/2022          , old    , 1 199      , 1 199, "  1,0   "
"Самовывоз, доставка в магазин",     10457244, 10/28/2022          , old    , 1 799      , 1 799, "  1,0   "
"Самовывоз, доставка в магазин",     10457275, 10/28/2022          , old    , 1 947      , 649  , "  3,0   "
"Самовывоз, доставка в магазин",     10457280, 10/28/2022          , old    , 1 749      , 1 749, "  1,0   "
"Самовывоз, доставка в магазин",     10457293, 10/28/2022          , old    , 1 998      , 999  , "  2,0   "
"Самовывоз, доставка в магазин",     10457311, 10/28/2022          , old    , 2 345      , 782  , "  3,0   "
"Самовывоз, доставка в магазин",     10457312, 10/28/2022          , old    , 2 399      , 2 399, "  1,0   "
"Самовывоз, доставка в магазин",     10457321, 10/28/2022          , old    , 2 096      , 699  , "  3,0   "
"Самовывоз, доставка в магазин",     10457332, 10/28/2022          , old    , 2 199      , 2 199, "  1,0   "
"Самовывоз, доставка в магазин",     10457334, 10/28/2022          , old    , 823        , 274  , "  3,0   "
"Самовывоз, доставка в магазин",     10457344, 10/28/2022          , old    , 2 239      , 2 239, "  1,0   "
"Самовывоз, доставка в магазин",     10457344, 10/28/2022          , old    , 1 399      , 1 399, "  1,0   "
"Самовывоз, доставка в магазин",     10457344, 10/28/2022          , old    , 2 048      , 1 024, "  2,0   "
"Самовывоз, доставка в магазин",     10457350, 10/28/2022          , old    , 3 199      , 1 066, "  3,0   "
"Самовывоз, доставка в магазин",     10457355, 10/28/2022          , old    , 799        , 799  , "  1,0   "
"Самовывоз, доставка в магазин",     10457356, 10/28/2022          , old    , 5 897      , 1 474, "  4,0   "
"Самовывоз, доставка в магазин",     10457360, 10/28/2022          , old    , 4 547      , 1 516, "  3,0   "
"Самовывоз, доставка в магазин",     10457368, 10/28/2022          , old    , 2 001      , 2 001, "  1,0   "
"Самовывоз, доставка в магазин",     10457373, 10/28/2022          , old    , 1 599      , 1 599, "  1,0   "
"Самовывоз, доставка в магазин",     10457379, 10/28/2022          , old    , 823        , 412  , "  2,0   "
"Самовывоз, доставка в магазин",     10457383, 10/28/2022          , old    , 3 298      , 1 649, "  2,0   "
"Самовывоз, доставка в магазин",     10457419, 10/28/2022          , old    , 2 398      , 1 199, "  2,0   "
"Самовывоз, доставка в магазин",     10457422, 10/28/2022          , old    , 1 699      , 1 699, "  1,0   "
"Самовывоз, доставка в магазин",     10457422, 10/28/2022          , old    , 3 998      , 1 999, "  2,0   "
